season,date,game_pk,away,home,event_id,commence_time,snapshot_ts,book,over_price,under_price,n_books_0_5,cons_over_devig,fanduel_over_devig,nrfi_prob,fi_total_runs
2025,2025-04-01,778485,CLE,SD,68199358dbd90233cac0f5783420752b,2025-04-02T01:40:00Z,2025-04-02T00:35:38Z,fanduel,-102,-125,5,0.472864,0.476141,0.3657,0
2025,2025-04-01,778488,KC,MIL,7f1eeb5acb8826381f76a9bf601319ec,2025-04-01T23:40:00Z,2025-04-01T22:35:39Z,fanduel,-111,-115,3,0.495880,0.495845,0.3517,0
2025,2025-04-01,778492,ARI,NYY,8988a9ed8def3b13500b649114e8f21b,2025-04-01T23:05:00Z,2025-04-01T22:00:39Z,fanduel,100,-128,4,0.485063,0.471074,0.3593,0
2025,2025-04-01,778498,TEX,CIN,1334bbc7de9c51f90cc31ab656a582b2,2025-04-01T22:40:00Z,2025-04-01T21:35:39Z,fanduel,100,-128,3,0.480855,0.471074,0.3574,1
2025,2025-04-02,778484,ARI,NYY,6da213ed8efede48f7f66ba4f7ead7f9,2025-04-02T23:05:00Z,2025-04-02T22:00:39Z,fanduel,-108,-118,5,0.470526,0.489602,0.3584,2
2025,2025-04-03,778466,ARI,NYY,3a9e7e8c98efc6b974c0d5e1fa520823,2025-04-03T23:05:00Z,2025-04-03T22:00:39Z,fanduel,-148,116,5,0.562732,0.563134,0.3330,4
2025,2025-04-03,778467,COL,PHI,00d694bd4cba02c4fa385240afc22651,2025-04-03T17:05:00Z,2025-04-03T16:00:39Z,fanduel,-142,112,4,0.531833,0.554361,0.3042,0
2025,2025-04-04,778456,OAK,COL,931172a6af08672c25c11a1411574c74,2025-04-04T20:10:00Z,2025-04-04T19:05:39Z,fanduel,-104,-122,3,0.488506,0.481241,0.3529,2
2025,2025-04-04,778463,STL,BOS,e6a5ef250ff07fb296b8cd77d946ca8b,2025-04-04T18:10:00Z,2025-04-04T17:05:39Z,fanduel,-118,-108,3,0.512081,0.510398,0.3541,5
2025,2025-04-05,778442,OAK,COL,a565af34d3990ce682ec2b55fd0d7c78,2025-04-06T00:10:00Z,2025-04-05T23:05:38Z,fanduel,-102,-125,3,0.498155,0.476141,0.3314,0
2025,2025-04-05,778446,TOR,NYM,13f876ab8e061b2ffe8642e92895f788,2025-04-05T23:10:00Z,2025-04-05T22:05:38Z,fanduel,104,-132,4,0.457717,0.462815,0.3709,0
2025,2025-04-05,778448,LAD,PHI,31d755ee83aec39518d6d5778dc9c60f,2025-04-05T20:05:00Z,2025-04-05T19:00:38Z,fanduel,-113,-113,4,0.498293,0.500000,0.3587,1
2025,2025-04-06,778421,CIN,MIL,be19973645c3786d4b82fe6d5a29c789,2025-04-06T18:10:00Z,2025-04-06T17:05:38Z,fanduel,100,-128,4,0.476396,0.471074,0.3433,0
2025,2025-04-06,778423,OAK,COL,0873e098fc626e777cce47ef5fb5b758,2025-04-06T19:10:00Z,2025-04-06T18:05:38Z,fanduel,-132,104,3,0.539453,0.537185,0.3295,4
2025,2025-04-08,778394,MIL,COL,867fc2a3f8042675393c7902308b6d37,2025-04-09T00:40:00Z,2025-04-08T23:35:39Z,fanduel,-122,-104,5,0.505984,0.518759,0.2973,0
2025,2025-04-08,778396,BAL,ARI,f8a006daee5f782919e58ae71ad46702,2025-04-09T01:40:00Z,2025-04-09T00:35:40Z,fanduel,-120,-106,5,0.518290,0.514571,0.3564,3
2025,2025-04-08,778409,LAD,WSH,ec75befcf98ef1e0a5a2d8209aee1e51,2025-04-08T22:45:00Z,2025-04-08T21:40:39Z,fanduel,-113,-113,5,0.498549,0.500000,0.3699,2
2025,2025-04-09,778379,MIL,COL,52b67261839b7245edb8e268adddb5bd,2025-04-10T00:40:00Z,2025-04-09T23:35:39Z,fanduel,-136,106,4,0.548756,0.542777,0.3036,0
2025,2025-04-09,778380,BAL,ARI,39e338ebe6358eb6030ccae136a1376d,2025-04-09T19:40:00Z,2025-04-09T18:35:39Z,fanduel,-122,-104,3,0.507997,0.518759,0.3691,1
2025,2025-04-09,778393,PHI,ATL,3896e964d78d5eda09185ccbd672942f,2025-04-09T23:15:00Z,2025-04-09T22:10:39Z,fanduel,-120,-106,4,0.497632,0.514571,0.3374,0
2025,2025-04-10,778371,MIL,COL,548b909066cc52d717c512324a6a2004,2025-04-10T19:10:00Z,2025-04-10T18:05:39Z,fanduel,-130,102,4,0.536727,0.533090,0.3116,1
2025,2025-04-10,778377,TOR,BOS,9cd729c06a47ee29e6f0fb6f155f8cfc,2025-04-10T20:10:00Z,2025-04-10T19:05:39Z,fanduel,-113,-113,4,0.484171,0.500000,0.3358,0
2025,2025-04-11,778364,MIL,ARI,d5fae173ccc90a96cee8fc49a0e97975,2025-04-12T01:41:00Z,2025-04-12T00:40:39Z,fanduel,-113,-113,3,0.492530,0.500000,0.3436,0
2025,2025-04-11,778370,SF,NYY,7de9e223776d9e5e6fd45c241c1de535,2025-04-11T23:05:00Z,2025-04-11T22:00:39Z,fanduel,100,-128,3,0.463164,0.471074,0.3511,5
2025,2025-04-12,778355,SF,NYY,dad6a56ec10d5ef2e4fde81965a4b2ef,2025-04-12T19:05:00Z,2025-04-12T18:00:38Z,fanduel,-108,-118,3,0.481813,0.489602,0.3490,2
2025,2025-04-12,778357,PIT,CIN,c59576963723d0fe52f882e82c0b1f50,2025-04-12T22:40:00Z,2025-04-12T21:35:38Z,fanduel,104,-132,5,0.454158,0.462815,0.3610,0
2025,2025-04-13,778344,TOR,BAL,c2332a62ee43148cc98c5e3501b87bf6,2025-04-13T17:35:00Z,2025-04-13T16:30:38Z,fanduel,-102,-125,4,0.484468,0.476141,0.3439,1
2025,2025-04-14,778320,SF,PHI,d37bbbc0c13f24ee0cbd1721769756cf,2025-04-14T22:45:00Z,2025-04-14T21:40:38Z,fanduel,-118,-108,4,0.510660,0.510398,0.3046,3
