category,metric,today,baseline,delta,severity,note
categorical,home_pitcher_q=avg,0.0000,0.0105,-0.0105,OK,home_pitcher_q=avg: today=0.0% baseline=1.1% shift=-1.1%
categorical,home_pitcher_q=live,0.6875,0.7158,-0.0283,OK,home_pitcher_q=live: today=68.8% baseline=71.6% shift=-2.8%
categorical,home_pitcher_q=ltd,0.3125,0.2211,+0.0914,OK,home_pitcher_q=ltd: today=31.2% baseline=22.1% shift=+9.1%
categorical,home_pitcher_q=sm,0.0000,0.0526,-0.0526,OK,home_pitcher_q=sm: today=0.0% baseline=5.3% shift=-5.3%
categorical,away_pitcher_q=avg,0.0625,0.0000,+0.0625,OK,away_pitcher_q=avg: today=6.2% baseline=0.0% shift=+6.2%
categorical,away_pitcher_q=live,0.5625,0.7263,-0.1638,LOW,away_pitcher_q=live: today=56.2% baseline=72.6% shift=-16.4%
categorical,away_pitcher_q=ltd,0.1875,0.2211,-0.0336,OK,away_pitcher_q=ltd: today=18.8% baseline=22.1% shift=-3.4%
categorical,away_pitcher_q=sm,0.1875,0.0526,+0.1349,LOW,away_pitcher_q=sm: today=18.8% baseline=5.3% shift=+13.5%
categorical,home_top3c_source=lineup,1.0000,0.8421,+0.1579,OK,home_top3c_source=lineup: today=100.0% baseline=84.2% shift=+15.8%
categorical,home_top3c_source=team_fallback,0.0000,0.1579,-0.1579,OK,home_top3c_source=team_fallback: today=0.0% baseline=15.8% shift=-15.8%
categorical,away_top3c_source=lineup,1.0000,0.8316,+0.1684,OK,away_top3c_source=lineup: today=100.0% baseline=83.2% shift=+16.8%
categorical,away_top3c_source=team_fallback,0.0000,0.1684,-0.1684,OK,away_top3c_source=team_fallback: today=0.0% baseline=16.8% shift=-16.8%
numeric_mean,home_xera_mean,4.3693,3.9756,z=+0.42,OK,home_xera mean 4.369 vs baseline 3.976 (z=+0.42)
numeric_mean,away_xera_mean,3.8833,4.1931,z=-0.29,OK,away_xera mean 3.883 vs baseline 4.193 (z=-0.29)
numeric_mean,home_whiff_pct_rank_mean,38.8750,51.1789,z=-0.48,OK,home_whiff_pct_rank mean 38.875 vs baseline 51.179 (z=-0.48)
numeric_mean,away_whiff_pct_rank_mean,55.1875,50.9158,z=+0.18,OK,away_whiff_pct_rank mean 55.188 vs baseline 50.916 (z=+0.18)
numeric_mean,home_top3c_obp_mean,0.3482,0.3413,z=+0.36,OK,home_top3c_obp mean 0.348 vs baseline 0.341 (z=+0.36)
numeric_mean,away_top3c_obp_mean,0.3414,0.3387,z=+0.12,OK,away_top3c_obp mean 0.341 vs baseline 0.339 (z=+0.12)
numeric_mean,home_top3c_iso_mean,0.1798,0.1863,z=-0.19,OK,home_top3c_iso mean 0.180 vs baseline 0.186 (z=-0.19)
numeric_mean,away_top3c_iso_mean,0.1914,0.1866,z=+0.14,OK,away_top3c_iso mean 0.191 vs baseline 0.187 (z=+0.14)
numeric_mean,home_p_last5_pitcher_nrfi_mean,0.7094,0.7239,z=-0.07,OK,home_p_last5_pitcher_nrfi mean 0.709 vs baseline 0.724 (z=-0.07)
numeric_mean,away_p_last5_pitcher_nrfi_mean,0.8021,0.7196,z=+0.37,OK,away_p_last5_pitcher_nrfi mean 0.802 vs baseline 0.720 (z=+0.37)
numeric_mean,home_p_last10_pitcher_nrfi_mean,0.7151,0.7055,z=+0.06,OK,home_p_last10_pitcher_nrfi mean 0.715 vs baseline 0.706 (z=+0.06)
numeric_mean,away_p_last10_pitcher_nrfi_mean,0.7660,0.6954,z=+0.41,OK,away_p_last10_pitcher_nrfi mean 0.766 vs baseline 0.695 (z=+0.41)
numeric_mean,away_top3_ops_vs_oppHand_mean,0.8014,0.7879,z=+0.20,OK,away_top3_ops_vs_oppHand mean 0.801 vs baseline 0.788 (z=+0.20)
numeric_mean,home_top3_ops_vs_oppHand_mean,0.7874,0.7896,z=-0.04,OK,home_top3_ops_vs_oppHand mean 0.787 vs baseline 0.790 (z=-0.04)
default_rate,away_top3_ops_vs_oppHand_default_rate,0.0000,0.7200,0/16,OK,away_top3_ops_vs_oppHand defaulted to 0.72 in 0/16 rows (0%); heavy defaulting = predict pipeline failed
default_rate,home_top3_ops_vs_oppHand_default_rate,0.0625,0.7200,1/16,OK,home_top3_ops_vs_oppHand defaulted to 0.72 in 1/16 rows (6%); heavy defaulting = predict pipeline failed
pick_cluster,max_cluster_size,3,-,-,LOW,largest cluster of picks within 0.005 calibrated P(NRFI): 3 (>=4 = MEDIUM; informational -- not predictive of pick quality)
